20.0 # 80.0 # 0.0 # 1.5 # 2	tf	agg_coef	max_entropy	min_entropy	left_entropy	right_entropy
撕裂空间	45	153.73055	4.30502	1.91083	4.30502	1.91083
遥远处	45	300.80595	3.28569	2.55651	3.28569	2.55651
可不是寻常	45	495.10477	3.71909	3.42089	3.42089	3.71909
有本事	45	81.65159	4.56999	4.34600	4.56999	4.34600
厄难毒女	45	8478.72405	4.44161	3.69730	4.44161	3.69730
能够勉强	45	89.30105	4.77264	3.72332	3.72332	4.77264
斗灵级别	45	902.30422	3.77680	2.66933	3.77680	2.66933
没问题	44	227.93277	3.36763	3.12169	3.36763	3.12169
碰触到	44	335.12113	4.81705	4.20899	4.20899	4.81705
不像是	44	176.14544	4.98773	3.86911	3.86911	4.98773
放眼整个	44	1007.74177	2.89931	1.58119	1.58119	2.89931
很少有人	44	1747.84750	3.53107	3.53061	3.53061	3.53107
黄泉尊者	44	208.41629	4.67747	3.64809	3.64809	4.67747
这幅	44	161.77429	4.41441	4.04903	4.41441	4.04903
八章 	44	1931.57914	5.36852	3.78560	3.78560	5.36852
少阁主	44	2803.85035	4.16715	2.92442	2.92442	4.16715
老生队伍	44	1506.57525	4.25444	3.98195	4.25444	3.98195
斗皇级别	44	260.12617	3.99580	2.45463	3.99580	2.45463
那位神秘	44	226.90391	3.97343	3.30788	3.97343	3.30788
周身空间	44	96.98773	3.88912	3.27432	3.27432	3.88912
算得上	44	287.65231	3.24678	3.13881	3.24678	3.13881
达不到	44	2971.74843	4.77160	3.83421	3.83421	4.77160
轰然爆裂	44	980.80801	3.06324	2.19024	3.06324	2.19024
掌心处	44	165.01355	3.49467	3.23968	3.49467	3.23968
吞噬之力	44	222.47178	3.54485	2.72370	3.54485	2.72370
场地中	44	107.08881	3.62450	2.38538	3.62450	2.38538
药鼎中	44	1337.95066	4.12981	3.49904	3.49904	4.12981
一流势力	43	1191.14383	3.79745	2.25311	3.79745	2.25311
少宗主	43	762.93718	3.57773	2.88257	2.88257	3.57773
长老们	43	221.98133	4.18094	3.72335	3.72335	4.18094
两名斗皇	43	289.16268	4.27487	1.70801	4.27487	1.70801
不急	43	98.63279	3.30596	1.91811	3.30596	1.91811
第一次看见	43	501.15437	4.08343	4.04400	4.04400	4.08343
天境大圆满	43	36847.58730	3.63982	2.40927	3.63982	2.40927
斗王阶别	43	8734.85217	3.46235	2.45068	3.46235	2.45068
表现出	43	113.22957	4.01861	3.90338	4.01861	3.90338
魔兽界	43	835.83531	3.43443	2.29963	3.43443	2.29963
斜靠着	43	91.84038	3.84547	3.32056	3.32056	3.84547
并不难	43	593.01386	3.45874	2.24984	3.45874	2.24984
黑色光柱	43	426.51230	4.03874	2.75553	2.75553	4.03874
快走	43	234.48224	2.48643	2.25660	2.48643	2.25660
空间大门	43	124.99223	3.42795	3.11311	3.42795	3.11311
这片山脉	43	150.49549	3.48486	3.14456	3.48486	3.14456
盘坐于	43	1677.31069	4.81546	2.64019	2.64019	4.81546
白衣女子	43	859.07597	4.50614	3.01667	3.01667	4.50614
前踏	43	809.54749	3.83871	1.73681	3.83871	1.73681
这条	43	119.93611	4.60046	2.20153	2.20153	4.60046
吞噬异火	43	103.10327	4.40593	2.81227	4.40593	2.81227
准备好	43	94.81653	4.22799	2.32108	4.22799	2.32108
变得更加	43	133.86851	4.49798	3.77713	3.77713	4.49798
赫家家主	43	21136.18549	4.18185	3.53109	3.53109	4.18185
明知道	43	216.01825	5.19371	2.71516	2.71516	5.19371
青灵涎	42	10655.30131	3.80571	1.68990	1.68990	3.80571
眼中寒芒	42	357.09944	3.18886	2.95128	2.95128	3.18886
剑罡	42	11600.52966	3.96237	3.18184	3.18184	3.96237
两个小时	42	645.09853	3.47257	3.01873	3.47257	3.01873
冰灵寒泉	42	52585.41981	3.99720	3.38651	3.99720	3.38651
收好	42	282.54355	4.75662	2.12715	4.75662	2.12715
一抹惊骇	42	89.96965	3.22243	1.70688	3.22243	1.70688
巅峰层次	42	199.47708	3.55486	1.96282	3.55486	1.96282
灰袍老者	42	367.35961	4.18259	3.23024	3.23024	4.18259
青长老	42	80.90260	4.51720	2.91581	2.91581	4.51720
青莲座	42	3159.29785	3.41473	3.10608	3.10608	3.41473
刚开始	42	548.19576	4.08611	3.37178	3.37178	4.08611
便欲	42	139.37053	4.36229	2.40169	2.40169	4.36229
这位神秘	42	179.29491	3.97071	3.24223	3.97071	3.24223
城墙之上	42	162.55825	3.59447	2.86993	2.86993	3.59447
脚尖轻点	42	4227.17186	2.84478	1.92960	1.92960	2.84478
下杀手	42	392.75571	4.88018	2.69457	4.88018	2.69457
两名斗王	42	511.02366	3.76067	1.66097	3.76067	1.66097
为之一	42	374.77884	2.85969	2.54592	2.54592	2.85969
缓缓收回	42	125.74379	3.85702	3.20876	3.85702	3.20876
生生	42	5714.78098	4.67803	4.27043	4.27043	4.67803
紫褐色火焰	42	283.76798	3.89057	3.17093	3.17093	3.89057
两位长老	42	104.49107	4.44268	4.02111	4.02111	4.44268
内院长	42	507.59745	4.23623	1.67190	4.23623	1.67190
顶尖强者	42	146.84344	3.31949	3.15173	3.31949	3.15173
远古八族	42	4189.96830	3.73489	3.57863	3.73489	3.57863
三年前	41	451.51656	4.06904	3.57313	3.57313	4.06904
一抹淡淡	41	80.24528	3.66526	3.14606	3.66526	3.14606
那么容易	41	301.29230	3.68973	2.74099	2.74099	3.68973
有些茫然	41	96.61340	3.99233	2.24867	3.99233	2.24867
轻拍了拍	41	885.85086	3.98831	2.27626	2.27626	3.98831
潮水一般	41	331.10253	1.93452	1.53066	1.53066	1.93452
大笑声	41	120.92872	2.80381	2.64400	2.64400	2.80381
再无	41	170.78167	3.54928	3.25773	3.25773	3.54928
诡异消失	41	85.20909	3.75591	2.69736	3.75591	2.69736
天妖凰	41	1609.98267	4.04111	3.32523	4.04111	3.32523
白发男子	41	498.64881	4.23465	3.13471	3.13471	4.23465
动身吧	41	137.76413	2.96635	1.53678	2.96635	1.53678
不会放过	41	485.88444	4.08343	2.69758	4.08343	2.69758
回想起	41	1006.90950	3.85794	3.61572	3.61572	3.85794
泛起一股	41	123.04841	3.77777	3.44481	3.77777	3.44481
凝重之色	41	126.01721	3.03616	1.54742	3.03616	1.54742
会自动	41	89.38593	3.52004	2.28203	2.28203	3.52004
不可置信	41	7813.33816	3.86338	1.58223	3.86338	1.58223
中心处	41	206.26693	4.73536	2.03876	4.73536	2.03876
无数年	41	270.95940	2.98494	1.67752	2.98494	1.67752
冲进	41	1493.02755	4.90012	4.68418	4.68418	4.90012
灰衣老妪	40	17859.11971	4.35370	3.16304	3.16304	4.35370
目光投射	40	99.75896	2.68635	2.34093	2.34093	2.68635
于此	40	524.54161	4.70306	2.25873	4.70306	2.25873
虽然看似	40	128.62439	4.97193	3.80684	3.80684	4.97193
回加玛帝国	40	1994.53583	4.44394	2.60416	4.44394	2.60416
三天时间	40	377.68451	4.23175	1.73791	4.23175	1.73791
完全消散	40	184.49643	3.08154	2.01568	3.08154	2.01568
现在怎么办	40	260.73255	2.36952	1.56954	1.56954	2.36952
一座山峰	40	944.43385	3.47193	2.79347	2.79347	3.47193
来试试	40	133.36784	3.78935	2.55918	3.78935	2.55918
嘶嘶	40	4357.13416	2.98530	2.29412	2.98530	2.29412
七彩光芒	40	316.02475	4.52511	3.54327	3.54327	4.52511
目光环视	40	289.09740	2.59564	1.69023	1.69023	2.59564
空间交易会	40	451.87465	3.52204	3.02694	3.52204	3.02694
往曰	40	294.70249	4.19644	3.69428	3.69428	4.19644
能量潮汐	40	467.14048	3.61910	2.95949	2.95949	3.61910
模糊身影	40	190.64222	2.82864	1.62178	2.82864	1.62178
去哪	40	108.48445	3.87757	3.30023	3.87757	3.30023
亲自出手	40	417.38562	4.45306	2.97659	4.45306	2.97659
大殿内	40	156.95654	3.39459	2.74329	2.74329	3.39459
无数倍	40	2399.10669	2.30208	2.02542	2.30208	2.02542
更强	40	316.53903	4.30370	2.33798	4.30370	2.33798
正是因为	40	116.92144	4.43418	1.51131	1.51131	4.43418
粘稠液体	40	1539.06598	3.20772	3.11096	3.11096	3.20772
中年大汉	39	7362.59993	3.90531	3.06020	3.06020	3.90531
粉红火焰	39	311.40772	4.20914	3.92673	3.92673	4.20914
能量网	39	478.62105	3.71686	3.45504	3.71686	3.45504
席位之上	39	154.00668	4.16474	2.44512	4.16474	2.44512
防御罩	39	1341.95171	3.74556	3.59370	3.74556	3.59370
缓缓摊开	39	305.66986	3.86032	1.83612	3.86032	1.83612
低吼	39	1167.70651	2.64331	2.57780	2.64331	2.57780
犹如受到	39	152.89814	3.49275	2.35022	3.49275	2.35022
远古天蛇	39	919.61642	4.28234	2.95048	4.28234	2.95048
狂喜之色	39	525.66855	3.73659	1.78239	3.73659	1.78239
转向一旁	39	117.50975	2.96646	2.39318	2.39318	2.96646
嘶鸣声	39	2590.65247	1.88915	1.62178	1.88915	1.62178
这加玛帝国	39	1993.28925	3.55969	2.36132	2.36132	3.55969
这种时刻	39	142.53006	2.21463	1.94227	2.21463	1.94227
不会轻易	39	116.04589	3.85844	3.29500	3.29500	3.85844
进入内院	39	102.52977	4.75323	2.13172	4.75323	2.13172
最前方	39	292.45170	4.37233	2.07606	4.37233	2.07606
尚还有	39	310.58552	4.75323	4.34297	4.34297	4.75323
瞥向	39	112.56541	4.14106	2.78737	2.78737	4.14106
谁敢	39	159.95141	4.72130	2.04201	2.04201	4.72130
眼瞳骤然	39	311.22749	3.34925	1.85737	3.34925	1.85737
有些复杂	39	81.63506	3.75547	1.80922	3.75547	1.80922
边缘处	39	354.15643	3.59954	1.69319	3.59954	1.69319
飞行兽	39	1228.60492	3.79144	3.54033	3.54033	3.79144
桌面之上	38	244.05003	2.24843	1.79631	2.24843	1.79631
苏千等人	38	238.97704	3.73036	3.01977	3.01977	3.73036
前三	38	288.28537	3.89834	2.17402	3.89834	2.17402
绝对不能	38	170.26547	4.47135	2.35718	2.35718	4.47135
急速后退	38	325.61407	3.80433	2.21689	3.80433	2.21689
人影闪掠	38	127.77401	4.07772	2.24515	4.07772	2.24515
略微沉默	38	108.48199	2.52206	1.74089	2.52206	1.74089
木盆之中	38	188.87712	3.61653	2.51730	3.61653	2.51730
白山三人	38	292.77408	4.35650	3.52517	3.52517	4.35650
其眉心	38	106.68342	3.09878	1.96360	3.09878	1.96360
连药老	38	2037.75632	4.05574	1.94138	4.05574	1.94138
火焰罩	38	100.38051	3.62521	3.39323	3.39323	3.62521
手掌紧握着	38	257.38616	4.39513	1.54495	1.54495	4.39513
本就是	38	397.21382	5.07017	2.59020	2.59020	5.07017
三天尊	38	423.90898	4.17527	3.34912	3.34912	4.17527
火云老祖	38	11496.63868	4.37636	3.18137	3.18137	4.37636
越加接近	38	1051.30385	4.29995	3.03577	4.29995	3.03577
有些惋惜	38	169.93032	3.72823	1.62298	3.72823	1.62298
大庭广众下	38	549.17790	3.79259	2.38454	2.38454	3.79259
清脆声响	38	487.54954	2.20738	1.62449	2.20738	1.62449
三年之前	38	417.80705	2.88390	2.48494	2.88390	2.48494
凝固成	38	301.79329	4.19860	2.45735	4.19860	2.45735
化为一团	38	207.09171	4.93214	2.84376	2.84376	4.93214
胸膛处	38	201.71693	3.80598	2.52193	3.80598	2.52193
至少需要	38	117.55487	4.87951	3.45567	3.45567	4.87951
似乎有点	37	135.64821	4.46595	3.34695	3.34695	4.46595
冷喝	37	747.73612	2.59950	2.37533	2.37533	2.59950
停下脚步	37	681.77391	4.49960	1.66982	4.49960	1.66982
同等级	37	1446.38486	3.95119	2.23358	3.95119	2.23358
方言三人	37	713.53760	4.73622	4.11630	4.11630	4.73622
必然将会	37	289.70363	4.55095	3.39045	3.39045	4.55095
变得虚幻	37	197.02393	3.56317	2.65594	3.56317	2.65594
两个月	37	386.77479	4.20892	3.74994	4.20892	3.74994
低声自语	37	1227.67030	3.14156	2.27517	3.14156	2.27517
白衣男子	37	590.88804	4.47920	3.00532	3.00532	4.47920
白衣老者	37	337.23678	3.78164	3.29698	3.29698	3.78164
邋遢老者	37	1718.30167	4.61486	3.21735	3.21735	4.61486
正在逐渐	37	97.46425	2.63666	1.51740	2.63666	1.51740
银色光芒	37	282.01275	3.47484	3.46342	3.47484	3.46342
身形暴退	37	260.10660	2.74625	1.81757	2.74625	1.81757
深青色	37	769.63702	3.38475	2.22669	3.38475	2.22669
收进纳戒	37	2574.80584	4.24258	1.55627	4.24258	1.55627
几道人影	37	302.58662	4.49960	2.18090	2.18090	4.49960
耀曰	37	774.75734	3.34872	2.50464	2.50464	3.34872
魂婴果	37	1890.91758	4.04676	3.80260	4.04676	3.80260
略微沉寂	37	475.32241	1.76975	1.65384	1.76975	1.65384
晋入斗帝	37	1466.32457	4.14162	2.92534	4.14162	2.92534
有些不太好	37	173.33745	3.47057	2.01021	3.47057	2.01021
射向	37	345.35422	4.91878	2.37964	2.37964	4.91878
只能看见	37	115.19673	4.54040	3.67510	3.67510	4.54040
黑衫少年	37	1774.33662	2.12732	1.52402	1.52402	2.12732
一道道残影	37	354.17412	3.26917	1.51740	1.51740	3.26917
整个广场	37	99.58000	3.19455	2.79072	3.19455	2.79072
目送着	36	97.67060	4.34627	2.78064	2.78064	4.34627
来到这里	36	135.55855	4.26007	2.39170	4.26007	2.39170
神秘生物	36	1158.80694	3.46304	2.80947	2.80947	3.46304
拿起	36	119.86944	4.14896	4.12116	4.12116	4.14896
小腹处	36	618.80080	4.03049	2.32007	4.03049	2.32007
魂虚子	36	1314.15121	3.80827	2.44091	2.44091	3.80827
炼制躯体	36	414.39896	4.45855	3.48210	4.45855	3.48210
莽荒古域	36	42249.91304	3.92247	3.21378	3.92247	3.21378
强榜	36	1392.59490	3.09922	1.93913	1.93913	3.09922
唐谷主	36	9392.71494	3.01751	2.32441	2.32441	3.01751
有些遗憾	36	174.89905	3.96531	1.63104	3.96531	1.63104
院长大人	36	3412.68643	4.40299	3.96823	3.96823	4.40299
灰色气流	36	8237.51897	3.91383	3.05588	3.05588	3.91383
还不够	36	151.00919	3.17619	3.15935	3.15935	3.17619
血腥味道	36	2343.42777	3.27612	2.46939	3.27612	2.46939
坐在椅上	36	5925.90512	3.23559	1.62253	3.23559	1.62253
无形波动	36	125.75744	3.56845	3.16391	3.16391	3.56845
一道低低的	36	155.37055	4.17342	3.27617	3.27617	4.17342
肯定会	36	90.50547	4.55881	3.63373	3.63373	4.55881
这场大战	36	1181.91929	2.99662	2.38603	2.99662	2.38603
顶多只能	36	582.99445	4.62521	3.26428	3.26428	4.62521
连退	36	190.29313	2.24484	1.62413	2.24484	1.62413
曰光	36	218.66475	2.30040	1.90346	1.90346	2.30040
一名大斗师	36	190.40436	4.00398	3.67928	3.67928	4.00398
莫宗主	36	4014.92521	3.60552	2.51928	2.51928	3.60552
召唤出来	36	231.73375	4.40576	2.69780	4.40576	2.69780
咔咔	36	10601.54068	2.97999	2.16128	2.97999	2.16128
头顶上空	36	1498.02422	3.57315	2.49108	3.57315	2.49108
客卿长老	36	953.05044	2.76130	2.71877	2.71877	2.76130
汇聚成	35	279.44605	3.96725	3.78946	3.78946	3.96725
不敢随意	35	180.10597	4.16781	2.89269	2.89269	4.16781
脸色惨白	35	256.31903	3.98130	1.94755	3.98130	1.94755
透着一股	35	201.05194	4.85758	2.04050	2.04050	4.85758
广场中央	35	361.48213	3.67914	2.79932	3.67914	2.79932
黑魔雷	35	5518.31947	3.07214	2.15104	2.15104	3.07214
融灵丹	35	8484.10122	3.18716	3.12172	3.18716	3.12172
两天时间	35	268.51008	3.80852	2.56318	3.80852	2.56318
另外一边	35	1543.73870	3.51532	2.36993	3.51532	2.36993
赫长老	35	976.66205	4.53585	3.61279	3.61279	4.53585
铁剑尊者	35	1384.61746	4.17831	3.40408	3.40408	4.17831
能量膜	35	575.96298	3.59352	3.12928	3.59352	3.12928
不惧	35	243.47973	2.60744	1.80614	2.60744	1.80614
猜到	35	408.02085	3.30604	3.06605	3.30604	3.06605
天墓之魂	35	10956.37248	3.79704	3.51441	3.79704	3.51441
一名斗师	35	303.85095	3.36430	3.13002	3.13002	3.36430
这枚丹药	35	308.29265	3.42144	3.18201	3.18201	3.42144
小心一点	35	167.99441	3.25075	1.59519	3.25075	1.59519
有些嘶哑	35	80.07733	2.59582	2.12594	2.59582	2.12594
发动攻击	35	1152.33079	4.68615	1.85205	4.68615	1.85205
化为一条	35	126.34494	4.28615	2.89269	2.89269	4.28615
黑色戒指	35	387.55811	3.09378	3.05057	3.09378	3.05057
惊喜之色	35	432.11065	3.01103	1.59439	3.01103	1.59439
依kao	35	20203.16963	4.20744	4.18182	4.20744	4.18182
什么叫做	35	157.01916	4.54744	2.86190	2.86190	4.54744
金刚琉璃	35	9217.12195	3.09847	2.19482	3.09847	2.19482
陡然爆发	35	87.61550	3.86173	2.50836	3.86173	2.50836
一拳狠狠	35	167.81612	2.57289	2.54442	2.57289	2.54442
属于那种	34	195.68734	4.91099	2.00328	2.00328	4.91099
加起来	34	120.47899	4.12408	2.41950	4.12408	2.41950
彻底爆发	34	83.53073	4.63129	3.56276	4.63129	3.56276
锊开	34	5510.12089	2.35409	1.51241	2.35409	1.51241
或许可以	34	81.19498	4.51365	2.24610	2.24610	4.51365
发出一阵	34	131.50752	4.79335	4.05748	4.05748	4.79335
原本以为	34	404.73258	4.53585	1.83687	1.83687	4.53585
被击中	34	95.90159	2.98491	2.32041	2.98491	2.32041
年轻身影	34	100.58021	2.80844	1.94905	1.94905	2.80844
所需	34	571.85660	3.48366	3.01634	3.48366	3.01634
有些动容	34	185.83024	2.78768	1.70967	2.78768	1.70967
一丝血迹	34	935.90103	2.82839	2.52835	2.82839	2.52835
不要以为	34	348.46488	4.71232	2.04076	2.04076	4.71232
只得苦笑	34	144.49821	2.06658	2.01922	2.06658	2.01922
千万不要	34	2491.85265	4.67570	1.92450	1.92450	4.67570
所遗留	34	279.57434	4.33718	1.74116	4.33718	1.74116
裁判席上	34	244.50446	3.72291	2.05878	3.72291	2.05878
能量壁	34	378.74313	3.24733	3.22323	3.24733	3.22323
被震	34	157.95557	3.26223	2.73370	3.26223	2.73370
等级徽章	34	890.31319	3.42190	2.60909	3.42190	2.60909
山壁之上	34	177.41795	3.04675	1.82873	3.04675	1.82873
不会再有	34	386.27862	3.96203	3.85170	3.96203	3.85170
被生生	34	114.75404	3.95786	3.14957	3.14957	3.95786
眉头不由得	34	82.40720	2.50798	2.38680	2.38680	2.50798
七彩小蛇	34	2176.58358	3.81623	2.70775	2.70775	3.81623
斗圣骨骸	34	1146.20685	4.07851	3.22756	3.22756	4.07851
三道身影	34	297.34634	3.16679	2.66002	2.66002	3.16679
这天墓	34	9973.83643	3.54733	2.52474	2.52474	3.54733
手中长剑	34	159.69080	4.45189	2.06746	2.06746	4.45189
斗尊层次	34	187.46696	2.90567	2.13589	2.90567	2.13589
怎可能	34	648.94874	4.18291	2.08044	2.08044	4.18291
象征着	34	83.24500	4.25198	3.49999	3.49999	4.25198
额头处	34	116.33064	3.60492	1.63738	3.60492	1.63738
生骨融血丹	34	63146.30671	3.71814	2.80881	3.71814	2.80881
岩浆柱	34	1599.97512	2.48633	2.03310	2.03310	2.48633
几个月	34	422.67594	3.91346	3.37714	3.91346	3.37714
比起当年	34	181.55347	3.39442	2.48633	2.48633	3.39442
火焰盔甲	34	310.26703	3.66531	3.35780	3.66531	3.35780
唰唰	34	11276.12620	3.53416	1.65942	3.53416	1.65942
碧绿火翼	34	2519.79887	3.71232	2.36192	2.36192	3.71232
七星斗圣	34	1037.31720	3.57617	3.26473	3.57617	3.26473
恐怖劲气	34	111.55568	2.52874	2.42111	2.42111	2.52874
一滴滴	33	443.72991	3.77245	2.60726	2.60726	3.77245
脚步刚刚	33	99.12554	3.63441	3.35276	3.35276	3.63441
以前那般	33	184.73344	3.91654	2.98203	2.98203	3.91654
气势压迫	33	673.70044	3.04018	2.92318	2.92318	3.04018
十七章 	33	1931.57914	5.04439	2.55612	2.55612	5.04439
这道声音	33	88.48711	3.12669	3.05971	3.05971	3.12669
缓步走出	33	1249.35508	3.66658	1.62631	3.66658	1.62631
手中长枪	33	154.44244	4.57440	2.61283	2.61283	4.57440
薰儿三人	33	1106.73176	3.95729	2.86616	2.86616	3.95729
炽热劲风	33	228.08412	3.05762	2.55222	3.05762	2.55222
肩膀处	33	126.38637	4.05182	2.74136	4.05182	2.74136
一层淡淡的	33	198.96937	4.65788	3.53003	3.53003	4.65788
一抹惊讶	33	125.12454	2.07833	1.66294	2.07833	1.66294
漆黑双眸	33	319.94260	2.64772	2.59423	2.59423	2.64772
苍老人影	33	141.24276	3.83307	3.31128	3.31128	3.83307
必须尽快	33	1245.97845	2.99544	2.92883	2.92883	2.99544
高级功法	33	387.66511	3.39199	2.36050	2.36050	3.39199
一抹惊喜	33	150.88547	2.51261	1.71312	2.51261	1.71312
斗皇层次	33	141.97248	3.24185	2.28135	3.24185	2.28135
十回合	33	4089.59388	3.77548	3.21656	3.77548	3.21656
如此年纪	33	454.47398	3.01674	2.26160	3.01674	2.26160
两色火焰	33	239.05050	3.08672	2.81128	2.81128	3.08672
青色岩浆	33	124.40496	3.52761	3.09314	3.09314	3.52761
双臂抱	33	2233.12036	3.52440	1.50141	3.52440	1.50141
蛇女	33	1792.13896	4.05866	3.56331	3.56331	4.05866
大天尊	33	134.60929	3.96141	3.54608	3.96141	3.54608
白发女子	33	502.09340	4.11926	2.75591	2.75591	4.11926
白袍男子	33	1006.96220	4.27137	3.22825	3.22825	4.27137
这魂殿	33	1504.67736	3.42972	2.80197	2.80197	3.42972
灵魂境界	33	230.95577	2.95755	2.90792	2.90792	2.95755
云岚宗宗主	33	153.80559	3.11823	3.09220	3.09220	3.11823
即将到达	33	590.20474	4.33198	3.54247	3.54247	4.33198
剑尊者	33	379.01510	4.23364	2.78845	2.78845	4.23364
五天时间	33	464.83057	3.90564	2.71674	3.90564	2.71674
那般容易	33	384.31153	3.94546	2.74872	2.74872	3.94546
不会超过	33	188.23658	4.49894	3.03335	3.03335	4.49894
一个小小的	33	130.64619	4.71849	3.66531	3.66531	4.71849
二章 	33	1931.57914	5.04439	3.23686	3.23686	5.04439
黑气	33	1343.81782	3.89032	3.15166	3.89032	3.15166
灰衣男子	33	1375.36300	4.86258	3.00844	3.00844	4.86258
千百二老	33	15613.59804	4.41391	4.30904	4.30904	4.41391
极为难看	33	121.67510	1.77040	1.74339	1.77040	1.74339
交过手	33	14700.80308	4.03775	1.95864	4.03775	1.95864
颇为不错	33	149.75344	4.10011	1.92420	4.10011	1.92420
众人面面相觑	33	387.16533	1.94734	1.72739	1.94734	1.72739
他老人家	33	100.06668	4.05866	3.98346	4.05866	3.98346
烈曰	33	583.51093	3.18582	3.07410	3.18582	3.07410
三道人影	32	355.70403	3.64940	2.44590	2.44590	3.64940
倒飞	32	155.22290	3.86230	2.23034	3.86230	2.23034
漆黑眼瞳	32	142.25977	2.57262	1.85235	2.57262	1.85235
玄阶斗技	32	419.49857	3.90252	3.47519	3.90252	3.47519
正在以	32	87.90544	2.18061	2.00753	2.18061	2.00753
很明显	32	80.40272	1.97231	1.60010	1.97231	1.60010
天魂融血丹	32	81671.12821	2.90176	2.44789	2.44789	2.90176
惊骇之色	32	185.09306	3.39809	1.50884	3.39809	1.50884
满脸错愕	32	553.24273	2.98346	1.85382	2.98346	1.85382
丝毫不逊色	32	63783.20901	4.05097	3.84314	3.84314	4.05097
白袍老者	32	557.28703	3.60019	3.34811	3.60019	3.34811
那道身影	32	173.64521	3.19952	2.57340	2.57340	3.19952
即将进入	32	80.69043	4.87500	3.62066	3.62066	4.87500
急速扩散	32	145.38697	3.76089	1.76571	3.76089	1.76571
整个大陆	32	119.77096	2.98346	2.34345	2.98346	2.34345
困难度	32	4156.49490	2.74566	2.70354	2.74566	2.70354
这般年龄	32	88.28072	2.97311	2.46692	2.97311	2.46692
屠龙剑	32	16605.66439	3.93624	2.79908	3.93624	2.79908
还是第一次	32	130.26298	3.39032	3.16653	3.39032	3.16653
想起先前	32	151.07067	3.81955	2.52651	2.52651	3.81955
翻海印	32	11574.55916	2.75961	2.68745	2.75961	2.68745
运气好	32	278.12420	3.18628	2.55373	3.18628	2.55373
三个月	32	748.91855	3.73244	3.35182	3.35182	3.73244
迅速后退	32	127.31720	3.73861	1.90486	3.73861	1.90486
显得分外	32	1774.50109	2.05504	1.81781	1.81781	2.05504
变得苍白	32	111.96576	3.69455	2.00334	3.69455	2.00334
见识过	32	350.34035	3.20363	3.09456	3.20363	3.09456
依旧未曾	32	90.95949	4.75000	3.08175	3.08175	4.75000
漆黑锁链	32	330.15003	3.04365	2.95591	2.95591	3.04365
亡魂山脉	32	2818.58216	4.37355	3.94076	3.94076	4.37355
执法队	32	35738.27770	4.16391	3.50876	4.16391	3.50876
灵魂冲击	32	104.67561	2.72828	2.05504	2.72828	2.05504
凝望着	32	84.53362	4.09314	3.45780	3.45780	4.09314
并算不得	32	277.99222	3.56331	3.56200	3.56331	3.56200
猛然暴涨	32	144.18016	4.02752	2.54660	4.02752	2.54660
地灵丹	32	192.05511	2.96418	2.76039	2.76039	2.96418
手中印结	32	307.17682	3.90252	2.71805	2.71805	3.90252
七章 	31	1871.21729	4.88968	3.90883	3.90883	4.88968
遥遥天际	31	434.55855	3.16993	1.82070	3.16993	1.82070
令人感到	31	329.25318	3.91018	3.71131	3.71131	3.91018
身形急退	31	264.96179	2.63028	2.16979	2.63028	2.16979
没死	31	124.96253	1.94796	1.89759	1.94796	1.89759
融合而成	31	724.56187	2.80570	1.53194	2.80570	1.53194
陡然暴涨	31	194.00576	4.09114	2.08822	4.09114	2.08822
碧蛇三花瞳	31	49868.88586	3.34926	2.92193	3.34926	2.92193
退开	31	844.12979	3.86470	2.02153	3.86470	2.02153
睁大	31	514.31575	3.99468	1.94773	3.99468	1.94773
难以接受	31	589.63922	2.84765	1.85382	2.84765	1.85382
有些怪异	31	89.04532	3.91340	1.89179	3.91340	1.89179
不用太过	31	235.50270	2.56710	2.16960	2.16960	2.56710
蛇鳞	31	331.49044	2.33012	2.32395	2.33012	2.32395
干瘦男子	31	1581.26312	3.96938	2.94379	2.94379	3.96938
条件反射般的	31	587.19519	4.67178	2.98478	2.98478	4.67178
被毁	31	107.38207	4.26033	2.06313	4.26033	2.06313
大殿之外	31	152.15268	3.51049	3.23096	3.23096	3.51049
太过困难	31	348.10645	3.12423	1.89759	3.12423	1.89759
加玛圣城	31	1529.79153	3.85731	3.05324	3.05324	3.85731
触摸到	31	233.00138	4.54275	3.18450	4.54275	3.18450
目光投注	31	124.75538	2.20178	1.53137	1.53137	2.20178
毁灭姓	31	230.71533	3.58228	2.30216	3.58228	2.30216
每天都	31	90.34218	3.62184	2.97001	3.62184	2.97001
喉咙处	31	125.73013	4.23598	3.41705	4.23598	3.41705
艹控着	31	9830.78395	4.58291	3.32953	3.32953	4.58291
嘴中吐出	31	2390.46129	3.09456	2.27796	3.09456	2.27796
黑衣尊者	31	296.96984	4.16824	3.26265	3.26265	4.16824
多久时间	31	153.96647	2.87875	1.60439	2.87875	1.60439
黄泉阁	31	433.53777	4.04243	2.63162	4.04243	2.63162
炼药系	31	4580.64548	4.37355	3.02789	4.37355	3.02789
完全消失	31	81.49210	3.91340	2.63941	3.91340	2.63941
